Lnum	basehw	compound	resolution	in_sanhw1
1438	AjIvya	Su-	svAjIvya	True
1440	AjYA	An-	anAjYA	True
1443	Ajya	Vara-	varAjya	True
1449	Awopa	Sa-	sAwopa	True
1452	AQya	Ratna-	ratnAQya	True
1455	AtaNka	Naṣṭa-ātaṅka + m	nazwa-AtaNka + m	False
1455	AtaNka	Nis-	nisAtaNka	False
1457	Atapa	An-	anAtapa	True
1457	Atapa	Bāla-	bAlAtapa	True
1457	Atapa	Sūrya-	sUryAtapa	True
1458	Atapatra	Ucchilīndhra-	ucCilInDrAtapatra	False
1463	Atura	An-	anAtura	True
1469	Atmaja	Dharma-	DarmAtmaja	True
1469	Atmaja	Nanda-	nandAtmaja	True
1469	Atmaja	Varuṇa-	varuRAtmaja	False
1470	AtmajYa	An-	anAtmajYa	True
1471	Atman	A-kṛta-	a-kftAtman	False
1471	Atman	Jita-	jitAtman	True
1471	Atman	A-jita-	a-jitAtman	False
1471	Atman	Prāta-	prAtAtman	False
1471	Atman	Śānta-	SAntAtman	True
1471	Atman	Kāma-	kAmAtman	True
1471	Atman	Cala-	calAtman	True
1471	Atman	Dharma-	DarmAtman	True
1471	Atman	Pāpa-	pApAtman	True
1471	Atman	Mahā-	mahAtman	True
1471	Atman	Sūtra-	sUtrAtman	True
1471	Atman	Antar-	antarAtman	True
1471	Atman	Kevata-	kevatAtman	False
1471	Atman	Catur-	caturAtman	True
1471	Atman	Chāyā-	CAyAtman	True
1471	Atman	Jagat-	jagatAtman	False
1471	Atman	Jīva-	jIvAtman	True
1471	Atman	Datta-	dattAtman	True
1471	Atman	Dvādaśātman-	dvAdaSAtmanAtman	False
1471	Atman	Parama-	paramAtman	True
1471	Atman	Bhāvita-	BAvitAtman	True
1471	Atman	Bhūta-	BUtAtman	True
1471	Atman	Manda-	mandAtman	True
1471	Atman	Viśva-	viSvAtman	True
1478	Atmavant	An-	anAtmavant	True
1481	AtmIya	An-	anAtmIya	True
1488	Adara	Ati-	atyAdara	True
1488	Adara	An-	anAdara	True
1488	Adara	Sa-	sAdara	True
1490	AdAtf	An-	anAdAtf	True
1491	AdAna	Adhyayana-	aDyayanAdAna	True
1491	AdAna	Nis-	nisAdAna	False
1491	AdAna	Rasa-	rasAdAna	True
1491	AdAna	Su-	svAdAna	True
1496	Aditas	Rāma-darśana-āditas	rAma-darSana-Aditas	False
1497	Aditya	Ati-	atyAditya	True
1497	Aditya	Su-gandha-	su-ganDAditya	False
1501	Adimant	An-	anAdimant	True
1506	AdeSaka	Śiva-	SivAdeSaka	True
1510	Adya	Ādya-ādya	Adya-Adya	False
1513	ADamana	Yoga-	yogADamana	True
1514	ADAna	Garbha-	garBADAna	True
1514	ADAna	Purīṣa-	purIzADAna	True
1516	ADAra	Jala-	jalADAra	True
1525	Anaka	Śata-	SatAnaka	True
1528	Anana	Catur-	caturAnana	True
1528	Anana	Daśānana	daSAnana	True
1528	Anana	Nāga-	nAgAnana	True
1528	Anana	Pañcānana	paYcAnana	True
1528	Anana	Mahā-	mahAnana	True
1528	Anana	Su-hasa-	su-hasAnana	False
1531	Ananda	Nis-	nisAnanda	False
1531	Ananda	Parama-	paramAnanda	True
1560	Ap	An-āpta	an-Apta	False
1562	ApagA	Sura-	surApagA	True
1564	ApaRa	Antar-	antarApaRa	True
1566	Apatti	Artha-	arTApatti	True
1568	Apad	An-	anApad	True
1568	Apad	Nis-	nisApad	False
1573	ApIqa	Gala-	galApIqa	False
1573	ApIqa	Bhuja-	BujApIqa	True
1578	Apti	An-	anApti	True
1583	AbADa	An-	anAbADa	True
1583	AbADa	Dus-	dusAbADa	False
1583	AbADa	Nis-	nisAbADa	False
1584	Abdika	Ṣaṣ-triṃśat-	zaz-triMSatAbdika	False
1585	ABaraRa	Tapta-	taptABaraRa	True
1586	ABA	Vajra-	vajrABA	False
1589	ABAsa	Rasa-	rasABAsa	True
1589	ABAsa	Hetu-	hetvABAsa	True
1596	ABoga	Stana-	stanABoga	True
1597	AByantara	Gaṇa-	gaRAByantara	True
1599	AByudayika	An-	anAByudayika	True
1603	Amaya	An-	anAmaya	True
1603	Amaya	Nis-	nisAmaya	False
1603	Amaya	Sa-	sAmaya	True
1612	Amiza	Khaḍga-	KaqgAmiza	True
1612	Amiza	Nis-	nisAmiza	False
1618	Amoda	Sa-	sAmoda	True
1620	AmnAya	Dus-	dusAmnAya	False
1622	Amra	Rājāmra	rAjAmra	True
1625	Ayatana	Deva-	devAyatana	True
1633	AyAsa	An-	anAyAsa	True
1637	AyuDa	Indra-	indrAyuDa	True
1637	AyuDa	Sa-indra-	sa-indrAyuDa	False
1637	AyuDa	Ud-	udAyuDa	True
1637	AyuDa	Kusuma-	kusumAyuDa	True
1637	AyuDa	Cakra-	cakrAyuDa	True
1637	AyuDa	Tridaśa-	tridaSAyuDa	True
1637	AyuDa	Nis-	nisAyuDa	False
1637	AyuDa	Sa-	sAyuDa	True
1637	AyuDa	Hala-	halAyuDa	True
1644	Ayuzya	An-	anAyuzya	True
1645	Ayus	Alpa-	alpAyus	True
1645	Ayus	Kṣīṇa-	kzIRAyus	True
1645	Ayus	Gata-	gatAyus	True
1645	Ayus	Dīrgha-	dIrGAyus	True
1645	Ayus	Pari-mita-	pari-mitAyus	False
1645	Ayus	Śata-	SatAyus	True
1657	AramBa	Citra-	citrAramBa	True
1657	AramBa	Citrārpita-	citrArpitAramBa	True
1657	AramBa	Nis-	nisAramBa	False
1667	ArAma	Antar-	antarArAma	True
1674	Arogya	An-	anArogya	True
1674	Arogya	Saha-	sahArogya	True
1678	AropaRa	Vṛkṣa-	vfkzAropaRa	True
1679	Aroha	Aśva-	aSvAroha	True
1679	Aroha	Gaja-	gajAroha	True
1679	Aroha	Dus-	dusAroha	False
1679	Aroha	Vara-	varAroha	True
1679	Aroha	Sa-	sAroha	True
1679	Aroha	Syandana-	syandanAroha	True
1681	ArohaRa	Durga-	durgArohaRa	True
1681	ArohaRa	Pavitra-	pavitrArohaRa	True
1681	ArohaRa	Sukha-	suKArohaRa	True
1684	Arjava	An-	anArjava	True
1686	Artava	An-	anArtava	True
1687	Artta	Bhaya-	BayArtta	True
1689	Artti	Kṛtrima-	kftrimArtti	False
1690	Ardra	Sa-	sArdra	True
1693	Arya	An-	anArya	True
1695	AryatA	An-	anAryatA	True
1700	Alamba	An-	anAlamba	True
1700	Alamba	Dus-	dusAlamba	False
1700	Alamba	Nis-	nisAlamba	False
1700	Alamba	Matta-	mattAlamba	True
1700	Alamba	Sa-	sAlamba	True
1701	Alambana	Nis-	nisAlambana	False
1703	AlamBa	Dus-	dusAlamBa	False
1705	Alaya	Kṛta-	kftAlaya	True
1705	Alaya	Tridaśa-	tridaSAlaya	True
1705	Alaya	Deva-	devAlaya	True
1705	Alaya	Padma-	padmAlaya	True
1705	Alaya	Mānasa-	mAnasAlaya	True
1705	Alaya	Hima-	himAlaya	True
1710	AlApa	Kathā-	kaTAlApa	True
1713	Ali	Sūtra-ālī	sUtra-AlI	False
1719	Aloka	Dus-	dusAloka	False
1719	Aloka	Nis-	nisAloka	False
1719	Aloka	Sukha-	suKAloka	True
1719	Aloka	Sūrya-	sUryAloka	True
1728	AvaraRa	Gātra-	gAtrAvaraRa	True
1728	AvaraRa	Deha-	dehAvaraRa	True
1729	Avarta	Ārya-	AryAvarta	True
1729	Avarta	Dakṣiṇā-	dakziRAvarta	True
1729	Avarta	Nandi-	nandyAvarta	True
1729	Avarta	Brahmāvarta	brahmAvarta	True
1729	Avarta	Rājāvarta	rAjAvarta	True
1729	Avarta	Ṣoḍaśāvarta	zoqaSAvarta	True
1729	Avarta	Su-dus-	su-dusAvarta	False
1729	Avarta	Sūrya-	sUryAvarta	True
1729	Avarta	Hṛd-	hfdAvarta	True
1735	AvasaTa	Deva-	devAvasaTa	True
1737	Avaha	Dus-	dusAvaha	False
1737	Avaha	Mala-	malAvaha	True
1738	AvApa	Śara-	SarAvApa	True
1739	AvAsa	Bhoga-	BogAvAsa	True
1741	Avika	Pañcāvika	paYcAvika	True
1743	Avila	An-	anAvila	True
1743	Avila	Pari-	paryAvila	True
1749	Avega	Ati-	atyAvega	True
1756	ASaMsA	Sa-	sASaMsA	True
1756	ASaMsA	-śam	-Sam	False
1758	ASaNkA	Gata-	gatASaNkA	False
1758	ASaNkA	Sa-	sASaNkA	False
1760	ASaya	Ama-	amASaya	False
1760	ASaya	Krūra-	krUrASaya	True
1760	ASaya	Garbha-	garBASaya	True
1760	ASaya	Toya-	toyASaya	True
1760	ASaya	Dus-	dusASaya	False
1760	ASaya	Duṣṭa-	duzwASaya	True
1760	ASaya	Pakva-	pakvASaya	True
1760	ASaya	Mahā-	mahASaya	True
1760	ASaya	Mūtra-	mUtrASaya	True
1760	ASaya	Vi-rata-	vi-ratASaya	False
1760	ASaya	Sukha-	suKASaya	True
1761	ASA	Dus-	dusASA	False
1761	ASA	Dhana-	DanASA	True
1761	ASA	Nis-	nisASA	False
1761	ASA	Bhagna-	BagnASA	False
1761	ASA	Hata-	hatASA	False
1764	ASin	Nirāmisha-	nirAmishASin	False
1764	ASin	Pavana-	pavanASin	True
1764	ASin	Pūrva-	pUrvASin	True
1765	ASis	Jaya-	jayASis	True
1770	ASOca	Sūtyāśauca	sUtyASOca	True
1771	AScarya	Sa-	sAScarya	True
1771	AScarya	-yam	-yam	False
1774	ASrama	Kāma-	kAmASrama	True
1774	ASrama	Gṛha-	gfhASrama	True
1774	ASrama	Jyeṣṭha-	jyezWASrama	True
1775	ASramin	Gṛha-	gfhASramin	True
1776	ASraya	Garta-	gartASraya	True
1776	ASraya	Nis-	nisASraya	False
1776	ASraya	Para-	parASraya	True
1776	ASraya	Vana-	vanASraya	True
1776	ASraya	Vāṇa-	vARASraya	True
1780	ASrava	An-	anASrava	True
1789	As	Dus-	dusAs	False
1790	AsaNga	Uttara-	uttarAsaNga	True
1792	Asana	Ardha-	arDAsana	True
1792	Asana	Kamala-	kamalAsana	True
1792	Asana	Dharma-	DarmAsana	True
1792	Asana	Nṛpa-	nfpAsana	True
1792	Asana	Padma-	padmAsana	True
1792	Asana	Bhadra-	BadrAsana	True
1792	Asana	Vīra-	vIrAsana	True
1792	Asana	Śakra-	SakrAsana	True
1792	Asana	Saha-	sahAsana	True
1792	Asana	Siṃha-	siMhAsana	True
1793	Asava	Madhu-	maDvAsava	True
1793	Asava	Surā-	surAsava	True
1793	Asava	Smara-	smarAsava	True
1795	AsAra	Dhārā-	DArAsAra	True
1795	AsAra	Puṣpa-	puzpAsAra	True
1795	AsAra	Sa-	sAsAra	True
1799	AseDa	Sthāna-	sTAnAseDa	True
1800	AsevA	Dus-	dusAsevA	False
1810	AsTA	An-	anAsTA	True
1810	AsTA	Jāta-	jAtAsTA	False
1817	Asya	Uraga-	uragAsya	True
1817	Asya	Daśāsya	daSAsya	True
1817	Asya	Dīrgha-	dIrGAsya	True
1817	Asya	Pañca(n)-	paYca(n)Asya	False
1817	Asya	Pāṇi-	pARyAsya	True
1817	Asya	Manda-	mandAsya	True
1817	Asya	Markaṭa-	markawAsya	True
1817	Asya	Sthūla-	sTUlAsya	True
1823	Ahara	Dus-	dusAhara	False
1826	Ahava	Mahā-	mahAhava	True
1827	AhAra	An-	anAhAra	True
1827	AhAra	Ekāhāra	ekAhAra	True
1827	AhAra	Nis-	nisAhAra	False
1827	AhAra	Pakṣa-	pakzAhAra	True
1827	AhAra	Phala-	PalAhAra	True
1827	AhAra	Śāka-	SAkAhAra	True
1827	AhAra	Su-	svAhAra	True
1827	AhAra	Svecchā-	svecCAhAra	True
1832	Ahnika	Gava-	gavAhnika	True
1836	Ahvaya	Hima-	himAhvaya	True
1838	AhvA	Cakra-	cakrAhvA	True
1838	AhvA	Sūrya-	sUryAhvA	False
1840	i	abhyatīta	aByatIta	True
1840	i	vyatīta	vyatIta	True
1841	ikzu	Kāṣṭha-	kAzWekzu	True
1845	iNga	Nis-	nisiNga	False
1847	icCA	An-	anicCA	True
1847	icCA	Mahā-iccha	mahA-icCa	False
1847	icCA	Yatheccham	yaTecCam	True
1847	icCA	Sva-	svecCA	True
1849	ijyA	Bhūta-ijya	BUta-ijya	False
1852	itara	Itara-itara	itara-itara	False
1852	itara	Nara-	naretara	True
1852	itara	Paruṣa-	paruzetara	True
1852	itara	Sabhya-	saByetara	True
1852	itara	Savya-	savyetara	True
1852	itara	Sahaja-	sahajetara	True
1852	itara	Sita-	sitetara	True
1868	indu	A-bāla-	a-bAlendu	False
1868	indu	Vadana-	vadanendu	True
1872	indriya	Antar-	antarindriya	True
1872	indriya	Karmendriya	karmendriya	True
1872	indriya	Jita-	jitendriya	True
1872	indriya	Nis-	nisindriya	False
1872	indriya	Buddhi-	budDyindriya	False
1872	indriya	Sa-	sendriya	True
1874	inDana	Agni-	agnyinDana	False
1874	inDana	Ap-	apinDana	False
1877	iBa	Gandha-	ganDeBa	True
1877	iBa	Jala-gandha-	jala-ganDeBa	False
1877	iBa	Digibha	digiBa	True
1889	izIkA	Śara-	SarezIkA	True
1890	izu	Kusuma-	kusumezu	True
1890	izu	Pañceṣu	paYcezu	True
1890	izu	Puṣpa-	puzpezu	True
1891	izuDi	Mahā-	mahezuDi	True
1896	izwi	Jāta-	jAtezwi	True
1899	izvAsa	Mahā-	mahezvAsa	True
1905	IkzaRa	A-sita-	a-sitaIkzaRa	False
1905	IkzaRa	Madirā-	madirAIkzaRa	False
1912	Iti	Nis-	nisIti	False
1918	IpsA	Yathā-	yaTAIpsA	False
1919	Ipsu	Dharma-	DarmaIpsu	False
1928	IrzyA	Sa-īrṣya + m	sa-Irzya + m	False
1931	ISa	An-	anISa	True
1931	ISa	Amara-	amaraISa	False
1931	ISa	Avani-	avaniISa	False
1931	ISa	Kṣiti-	kzitiISa	False
1931	ISa	Gaurī-	gOrIISa	False
1931	ISa	Caṇḍī-	caRqIISa	False
1931	ISa	Jagadīśa	jagadISa	True
1931	ISa	Jana-	janaISa	False
1931	ISa	Jala-	jalaISa	False
1931	ISa	Jīvita-	jIvitaISa	False
1931	ISa	Tiryagīśa	tiryagISa	True
1931	ISa	Deva-	devaISa	False
1931	ISa	Nadi-	nadiISa	False
1931	ISa	Bhūta-	BUtaISa	False
1931	ISa	Rohiṇī-	rohiRIISa	False
1931	ISa	Viṃśati-	viMSatiISa	False
1931	ISa	Vijaya-	vijayaISa	False
1931	ISa	Vitta-	vittaISa	False
1931	ISa	Svarga-loka-	svarga-lokaISa	False
1932	ISA	Ratha-	raTaISA	False
1933	ISAna	Gaṇa-īśāna	gaRa-ISAna	False
1938	ISvara	An-	anISvara	True
1938	ISvara	Amara-	amaraISvara	False
1938	ISvara	Alakā-	alakAISvara	False
1938	ISvara	Avanti-	avantiISvara	False
1938	ISvara	Ātmeśvara	AtmeSvara	True
1938	ISvara	Kavi-	kaviISvara	False
1938	ISvara	Kāvyadevī-	kAvyadevIISvara	False
1938	ISvara	Kṣiti-	kzitiISvara	False
1938	ISvara	Gaṇa-	gaRaISvara	False
1938	ISvara	Cakra-	cakraISvara	False
1938	ISvara	Caṇḍā-	caRqAISvara	False
1938	ISvara	Jagadiśvara	jagadiSvara	False
1938	ISvara	Jana-	janaISvara	False
1938	ISvara	Jala-	jalaISvara	False
1938	ISvara	Tuṅga-	tuNgaISvara	False
1938	ISvara	Tri-diva-	tri-divaISvara	False
1938	ISvara	Tri-pura-	tri-puraISvara	False
1938	ISvara	Dina-	dinaISvara	False
1938	ISvara	Deva-	devaISvara	False
1938	ISvara	Deha-	dehaISvara	False
1938	ISvara	Dvija-	dvijaISvara	False
1938	ISvara	Dhana-	DanaISvara	False
1938	ISvara	Nandīśvara	nandISvara	True
1938	ISvara	Prāṇa-	prARaISvara	False
1938	ISvara	Niśā-prāṇa-	niSA-prARaISvara	False
1938	ISvara	Bhūta-	BUtaISvara	False
1938	ISvara	Mahā-	mahAISvara	False
1938	ISvara	Yogu-	yoguISvara	False
1938	ISvara	Śūra-	SUraISvara	False
1938	ISvara	Sāmbā-	sAmbAISvara	False
1938	ISvara	Sura-	suraISvara	False
1944	IhA	An-īha	an-Iha	False
1944	IhA	Nis-īhā	nis-IhA	False
1948	ukti	Dus-	dusukti	False
1948	ukti	Vakrokti	vakrokti	True
1948	ukti	Hita-	hitokti	True
1956	ugra	Ati-	atyugra	True
1957	uc	A-tathā-	a-taToc	False
1957	uc	An-	anuc	False
1957	uc	Yathā-	yaToc	False
1957	uc	A-yathā-ucita	a-yaTA-ucita	False
1959	ucca	An-	anucca	True
1962	uccaya	Śilā-	Siloccaya	True
1962	uccaya	Salila-	saliloccaya	True
1962	uccaya	Sthūla-	sTUloccaya	True
1978	ucCeda	Dus-	dusucCeda	False
1984	ucCraya	Mahā-	mahocCraya	True
1984	ucCraya	Su-kṛta-	su-kftocCraya	False
1985	ucCrAya	Śṛṅga-	SfNgocCrAya	True
1988	ucCvAsa	Nis-	nisucCvAsa	False
1997	uYCa	Śila-	SiloYCa	True
1998	uwaja	Saha-	sahowaja	True
2006	utka	Sa-	sotka	True
2007	utkawa	Ati-	atyutkawa	True
2007	utkawa	Mada-	madotkawa	True
2009	utkaRWa	Sa-	sotkaRWa	True
2009	utkaRWa	-ṭham	-Wam	False
2010	utkampa	Gati-	gatyutkampa	False
2010	utkampa	Sa-	sotkampa	True
2012	utkara	Mūṣika-	mUzikotkara	True
2012	utkara	Prakīrṇa-kusuma-	prakIrRa-kusumotkara	False
2030	uttama	An-	anuttama	True
2030	uttama	Dvija-	dvijottama	True
2030	uttama	Puruṣa-	puruzottama	True
2030	uttama	Maṇḍala-	maRqalottama	True
2030	uttama	Mṛga-	mfgottama	True
2030	uttama	Raghu-	raGvuttama	False
2030	uttama	Ratha-	raTottama	True
2030	uttama	Śara-	Sarottama	True
2030	uttama	Sevaka-	sevakottama	True
2033	uttara	Adhara-	aDarottara	True
2033	uttara	uttarattara	uttarattara	False
2033	uttara	Asrottaram	asrottaram	True
2033	uttara	Klinna-pakṣa-	klinna-pakzottara	False
2033	uttara	Guṇa-	guRottara	True
2033	uttara	Dakṣiṇa-	dakziRottara	True
2033	uttara	Dadhi-	daDyuttara	True
2033	uttara	Duḥkha-	duHKottara	True
2033	uttara	Dharma-	Darmottara	True
2033	uttara	Nis-	nisuttara	False
2033	uttara	Prāguttareṇa	prAguttareRa	True
2033	uttara	Viṣṭara-	vizwarottara	True
2033	uttara	Saptottara	saptottara	True
2047	utTAna	An-	anutTAna	True
2047	utTAna	Su-	svutTAna	False
2054	utpatti	An-	anutpatti	True
2057	utpala	Nīla-	nIlotpala	True
2062	utpAta	Mahā-	mahotpAta	True
2067	utpIqa	Sa-	sotpIqa	True
2069	utprAsa	Sa-	sotprAsa	True
2077	utsarga	Vṛṣa-	vfzotsarga	True
2080	utsava	Baddha-	badDotsava	True
2083	utsAha	Kṛta-	kftotsAha	True
2083	utsAha	Dus-	dusutsAha	False
2083	utsAha	Nis-	nisutsAha	False
2083	utsAha	Mahā-	mahotsAha	True
2083	utsAha	Yathā-utsāha + m	yaTA-utsAha + m	False
2083	utsAha	Sa-	sotsAha	True
2086	utsuka	Nis-	nisutsuka	False
2086	utsuka	Pari-	paryutsuka	True
2086	utsuka	Sa-	sotsuka	True
2087	utsukatA	An-	anutsukatA	True
2088	utseka	An-	anutseka	True
2089	utseDa	Navotsedha	navotseDa	False
2093	udaka	Kāma-	kAmodaka	True
2093	udaka	Kāla-	kAlodaka	True
2093	udaka	Kuśa-	kuSodaka	True
2093	udaka	Kṛta-	kftodaka	True
2093	udaka	Tila-	tilodaka	True
2093	udaka	Maṇḍa-	maRqodaka	True
2093	udaka	Samāna-	samAnodaka	True
2098	udaDi	Kṣāra-	kzArodaDi	True
2098	udaDi	Kṣīra-	kzIrodaDi	True
2098	udaDi	Mahā-	mahodaDi	True
2102	udaya	Karuṇā-	karuRodaya	False
2102	udaya	Candra-	candrodaya	True
2102	udaya	Dus-	dusudaya	False
2102	udaya	Mahā-	mahodaya	True
2102	udaya	Yathā-udaya + m	yaTA-udaya + m	False
2102	udaya	Sa-	sodaya	True
2105	udara	Kṛśa-	kfSodara	True
2105	udara	Jala-	jalodara	True
2105	udara	Dagdha-	dagDodara	True
2105	udara	Nis-nata-	nis-natodara	False
2105	udara	Brahmāṇḍabhāṇḍa-	brahmARqaBARqodara	True
2105	udara	Mahā-	mahodara	True
2105	udara	Lamba-	lambodara	True
2105	udara	Sa-	sodara	True
2105	udara	Saha-	sahodara	True
2107	udarin	Udaka-	udakodarin	True
2108	udarka	Śubha-	SuBodarka	True
2108	udarka	Sa-	sodarka	True
2108	udarka	Sukha-	suKodarka	True
2108	udarka	A-sukha-	a-suKodarka	False
2113	udAratA	Ati-	atyudAratA	False
2134	udGAta	An-	anudGAta	True
2138	uddeSa	Yathā-uddeśa + m	yaTA-uddeSa + m	False
2138	uddeSa	Raṇa-	raRoddeSa	True
2138	uddeSa	Vana-	vanoddeSa	True
2143	udDartf	Caura-	cOrodDartf	True
2146	udDAra	Vaira-	vErodDAra	True
2146	udDAra	Śalya-	SalyodDAra	True
2146	udDAra	Śāpa-	SApodDAra	True
2152	udBava	Kṣata-	kzatodBava	True
2152	udBava	Jala-	jalodBava	True
2152	udBava	Tanu-	tanvudBava	False
2152	udBava	Padma-	padmodBava	True
2152	udBava	Saṃmūrchana-	saMmUrCanodBava	False
2152	udBava	Soma-	somodBava	True
2160	udBeda	Gaṅgā-	gaNgodBeda	True
2162	udyama	Kṛta-	kftodyama	False
2162	udyama	Daṇḍa-	daRqodyama	True
2162	udyama	Nis-	nisudyama	False
2162	udyama	Mahā-	mahodyama	True
2164	udyAna	Puṇya-	puRyodyAna	True
2166	udyoga	An-	anudyoga	True
2166	udyoga	Nis-	nisudyoga	False
2166	udyoga	Sa-	sodyoga	True
2168	udreka	Sattva-	sattvodreka	True
2171	udvaha	Dus-	dusudvaha	False
2171	udvaha	Raghu-	raGvudvaha	False
2171	udvaha	Rata-	ratodvaha	True
2175	udvAha	Kṛta-	kftodvAha	True
2178	udvega	An-	anudvega	True
2178	udvega	Nis-	nisudvega	False
2178	udvega	Sa-	sodvega	True
2186	unnatimant	Naya-sāhasa-unnati + mant	naya-sAhasa-unnati + mant	False
2189	unnayana	Sīmanta-	sImantonnayana	True
2193	unmada	Mahā-	mahonmada	True
2199	unmAda	Kṛta-	kftonmAda	True
2199	unmAda	Sa-	sonmAda	True
2211	upakaraRa	Karmopakaraṇa	karmopakaraRa	True
2211	upakaraRa	Śastra-	SastropakaraRa	True
2214	upakAra	Sa-	sopakAra	True
2215	upakAraka	Sa-	sopakAraka	True
2216	upakArin	Para-	paropakArin	True
2221	upakrama	Nis-	nisupakrama	False
2229	upagama	Viśvāsa-	viSvAsopagama	True
2243	upacAra	Dus-	dusupacAra	False
2243	upacAra	Sopa-cāram	sopa-cAram	False
2254	upajIvin	Ātmopajīvin	AtmopajIvin	True
2254	upajIvin	Gandha-	ganDopajIvin	True
2254	upajIvin	Tāmra-	tAmropajIvin	True
2255	upajozam	Yathā-	yaTopajozam	True
2263	upadeSa	Dharma-	DarmopadeSa	True
2263	upadeSa	Yathopadeśam	yaTopadeSam	True
2263	upadeSa	Hita-	hitopadeSa	True
2269	upadrava	Nis-	nisupadrava	False
2273	upaDAna	Gaṇḍa-upadhāna	gaRqa-upaDAna	False
2276	upaDi	Nis-	nisupaDi	False
2276	upaDi	Sa-	sopaDi	True
2288	upapatti	An-	anupapatti	True
2298	upaplava	Nis-	nisupaplava	False
2298	upaplava	Sa-	sopaplava	True
2298	upaplava	Salila-	salilopaplava	True
2306	upamA	An-upama	an-upama	False
2306	upamA	Alabdhopama	alabDopama	False
2306	upamA	Nīs-	nIsupamA	False
2306	upamA	amṛta-	amftopamA	False
2311	upayAcana	Satya-	satyopayAcana	True
2319	uparAga	nirviṣayoparāga	nirvizayoparAga	True
2325	upala	Tapana-	tapanopala	True
2325	upala	Rasa-	rasopala	True
2327	upalabDi	An-	anupalabDi	True
2334	upavAsa	Sa-	sopavAsa	True
2336	upavAsin	Māsa-	mAsopavAsin	True
2339	upavItin	Yajña-	yajYopavItin	True
2361	upasarga	Sa-	sopasarga	True
2364	upasarpin	Dus-	dusupasarpin	False
2369	upaskara	Su-	svupaskara	False
2369	upaskara	Susaṃskṛta-	susaMskftopaskara	True
2372	upasTa	Ratha-	raTopasTa	True
2373	upasTAna	An-	anupasTAna	True
2380	upahAsa	Sopahāsam	sopahAsam	True
2390	upADi	An-	anupADi	True
2392	upADyAya	Paṭṭa-	pawwopADyAya	True
2392	upADyAya	Mahā-	mahopADyAya	True
2392	upADyAya	Mahā-mahā-	mahA-mahopADyAya	False
2400	upAlamBa	Sa-	sopAlamBa	True
2425	uraga	Kṛṣṇa-	kfzRoraga	True
2425	uraga	Mahā-	mahoraga	True
2425	uraga	Hṛta-	hftoraga	True
2428	uraSCada	Kāñcana-	kAYcanoraSCada	False
2441	ulUka	Kumbha-	kumBolUka	True
2445	ulkA	Tṛṇa-	tfRolkA	True
2445	ulkA	Makā-	makolkA	False
2451	ullAsa	Cidullāsa	cidullAsa	True
2457	ulvaRa	Ati-	atyulvaRa	True
2465	uzwra	Khara-	Karozwra	True
2467	uzRa	Ati-	atyuzRa	True
2467	uzRa	An-	anuzRa	True
2473	uzRIzin	Kañcukoṣṇīṣin	kaYcukozRIzin	True
2474	uzman	Dhana-	Danozman	True
2474	uzman	Nidhāna-	niDAnozman	False
2474	uzman	Nis-	nisuzman	False
2490	Uru	An-	anUru	True
2498	UrRa	Karṇorṇa	karRorRa	True
2498	UrRa	Patrorṇa	patrorRa	True
2505	Urmi	Kṣīra-	kzIrormi	True
2506	Urmin	Mahā-	mahormin	True
2517	Uha	An-ūha	an-Uha	False
2517	Uha	Durūha	durUha	True
2518	f	Citra-	citrar	False
2524	fc	An-	anfc	True
2524	fc	Try-ṛc	try-fc	False
2531	fju	An-	anfju	True
2535	fRa	An-	anfRa	True
2540	fta	An-	anfta	True
2540	fta	Apānṛta	apAnfta	True
2540	fta	Satya-an	satya-an	False
2546	ftu	An-	anftu	True
2558	fzi	Devarṣi	devarzi	True
2558	fzi	Brahmarṣi	brahmarzi	True
2558	fzi	Rājarṣi	rAjarzi	True
2558	fzi	Saptarṣi	saptarzi	True
2598	ekAdaSa	Vṛṣabhaikadaśa	vfzaBEkadaSa	False
2634	enas	An-	anenas	True
2644	ezin	Dhana-	Danaizin	False
2644	ezin	Sarva-bhūta-hita-	sarva-BUta-hitaizin	False
2654	EkAntika	An-	anEkAntika	True
2680	ESvarya	Dhana-	DanASvarya	False
2687	okas	Ambara-	ambaraukas	False
2687	okas	Araṇya-	araRyaukas	False
2687	okas	Kānana-	kAnanaukas	False
2687	okas	Jala-	jalaukas	False
2687	okas	Tri-diva-	tri-divaukas	False
2687	okas	Mānasa-	mAnasaukas	False
2687	okas	Vana-	vanaukas	False
2687	okas	Vāri-	vAryokas	True
2687	okas	Vāsa-	vAsaukas	False
2687	okas	Vila-	vilaukas	False
2687	okas	Svarga-	svargaukas	False
2689	oGa	Śara-	SarauGa	False
2689	oGa	Sarva-	sarvauGa	False
2693	ojas	Amitaujas	amitOjas	True
2693	ojas	Mahaujas	mahOjas	True
2698	odana	Kṣīraudana	kzIrOdana	True
2698	odana	Guḍodana	guqodana	True
2698	odana	Tila-	tilaudana	False
2698	odana	Dadhi-	daDyodana	True
2698	odana	Māṃsa-bhūtodana	mAMsa-BUtodana	False
2698	odana	Śāli-	SAlyodana	True
2702	ozaDi	Mahauṣadhi	mahOzaDi	True
2714	Otsukya	Manda-	mandAtsukya	False
2714	Otsukya	Sa-	sAtsukya	False
2749	OzaDa	Mahā-	mahAzaDa	False
2760	kakud	Tri-	trikakud	True
2761	kakuda	Tri-	trikakuda	True
